yr,holiday,workingday,weathersit_0,weathersit_1,weathersit_2,temp,atemp,hum,windspeed,casual,registered,season_sin,season_cos,mnth_sin,mnth_cos,hr_sin,hr_cos,weekday_sin,weekday_cos,cnt
0,0,0,0.25,-0.5,-0.25,0.32,0.3333,0.76,0.0896,0.013623978201634877,0.02708803611738149,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.028688524590163935
0,0,1,0.25,-0.5,-0.25,0.26,0.2576,0.41,0.19399999999999998,0.01634877384196185,0.23363431151241534,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.21721311475409835
0,0,0,0.25,-0.5,-0.25,0.32,0.303,0.49,0.2537,0.08174386920980926,0.07223476297968397,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.09528688524590163
1,0,0,0.25,-0.5,-0.25,0.64,0.6212,0.36,0.1642,0.5613079019073569,0.3984198645598194,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.5717213114754098
0,0,1,0.25,-0.5,-0.25,0.54,0.5152,0.64,0.2836,0.0,0.01580135440180587,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.01331967213114754
0,0,1,0.25,-0.5,-0.25,0.72,0.6818,0.62,0.1343,0.14168937329700274,0.17720090293453725,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.21311475409836064
0,0,0,0.25,0.5,-0.25,0.26,0.2424,0.52,0.2836,0.027247956403269755,0.1930022573363431,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.18442622950819673
1,0,1,0.25,-0.5,-0.25,0.48,0.4697,0.77,0.0,0.0027247956403269754,0.0417607223476298,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.03790983606557377
1,0,1,0.25,-0.5,-0.25,0.26,0.2273,0.48,0.3284,0.027247956403269755,0.1670428893905192,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.16086065573770492
1,0,1,0.25,-0.5,-0.25,0.8,0.7576,0.55,0.0,0.13896457765667575,0.14672686230248308,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.18442622950819673
0,0,0,0.25,-0.5,-0.25,0.3,0.3182,0.52,0.1045,0.027247956403269755,0.0981941309255079,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0.0,1.0,0.09836065573770492
0,0,1,0.25,-0.5,-0.25,0.42,0.4242,0.67,0.2537,0.0653950953678474,0.28893905191873587,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.2858606557377049
0,0,0,0.25,-0.5,-0.25,0.7,0.6667,0.84,0.19399999999999998,0.02997275204359673,0.03160270880361174,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0389344262295082
1,0,1,0.25,0.5,-0.25,0.6,0.5152,0.94,0.19399999999999998,0.02997275204359673,0.5688487584650113,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.5266393442622951
0,0,1,0.25,-0.5,-0.25,0.44,0.4394,0.77,0.1343,0.013623978201634877,0.006772009029345372,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.010245901639344262
1,0,1,0.25,-0.5,-0.25,0.32,0.3182,0.66,0.1642,0.10354223433242507,0.626410835214447,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.6065573770491803
1,0,1,0.25,-0.5,-0.25,0.36,0.3333,0.46,0.4179,0.03814713896457766,0.2708803611738149,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.25922131147540983
1,0,1,0.25,-0.5,-0.25,0.54,0.5152,0.83,0.1343,0.02452316076294278,0.16027088036117382,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.15368852459016394
0,0,0,0.25,0.5,-0.25,0.36,0.3636,0.93,0.0896,0.0,0.004514672686230248,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0030737704918032786
1,0,0,0.25,-0.5,-0.25,0.72,0.6970000000000001,0.79,0.1045,0.13896457765667575,0.17720090293453725,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.21209016393442623
0,0,1,0.25,0.5,-0.25,0.4,0.4091,0.76,0.2537,0.05994550408719346,0.08916478555304741,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.10245901639344263
0,0,1,-0.75,-0.5,-0.25,0.38,0.3939,0.0,0.2239,0.0027247956403269754,0.040632054176072234,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.036885245901639344
1,0,1,0.25,-0.5,-0.25,0.48,0.4697,0.59,0.4179,0.010899182561307902,0.020316027088036117,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.02151639344262295
1,1,0,0.25,0.5,-0.25,0.42,0.4242,0.58,0.1045,0.329700272479564,0.33747178329571104,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.4293032786885246
0,0,0,0.25,-0.5,-0.25,0.66,0.6212,0.5,0.0,0.6049046321525886,0.3058690744920993,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.5040983606557377
1,0,1,0.25,0.5,-0.25,0.32,0.2879,0.53,0.3881,0.043596730245231606,0.12189616252821671,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.1260245901639344
1,0,1,0.25,-0.5,-0.25,0.7,0.6515,0.65,0.2239,0.02997275204359673,0.022573363431151242,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.030737704918032786
0,0,1,0.25,-0.5,-0.25,0.54,0.5152,0.56,0.2985,0.01634877384196185,0.12076749435665914,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.11475409836065574
0,0,0,0.25,-0.5,-0.25,0.24,0.2424,0.7,0.1343,0.010899182561307902,0.014672686230248307,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.01639344262295082
0,0,0,0.25,0.5,-0.25,0.34,0.3333,0.36,0.1343,0.008174386920980926,0.04401805869074492,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.042008196721311473
1,0,1,0.25,0.5,-0.25,0.28,0.2576,0.57,0.3582,0.035422343324250684,0.12979683972911965,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.13012295081967212
1,0,0,0.25,-0.5,-0.25,0.86,0.8029999999999999,0.47,0.2537,0.4223433242506812,0.35553047404063204,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.4805327868852459
1,0,1,0.25,-0.5,-0.25,0.42,0.4242,0.54,0.0,0.08991825613079019,0.32505643340857787,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.32786885245901637
0,0,0,0.25,0.5,-0.25,0.36,0.3485,0.76,0.2239,0.0027247956403269754,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0
1,0,0,0.25,-0.5,-0.25,0.42,0.4242,0.54,0.2239,0.1008174386920981,0.12415349887133183,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.14959016393442623
1,0,0,-0.75,-0.5,-0.25,0.46,0.4545,0.59,0.2537,0.0681198910081744,0.09142212189616253,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0.0,1.0,0.10758196721311475
0,0,1,0.25,0.5,-0.25,0.56,0.5303,0.83,0.2836,0.08991825613079019,0.1489841986455982,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.1680327868852459
1,0,0,0.25,-0.5,-0.25,0.54,0.5152,0.88,0.2537,0.005449591280653951,0.03160270880361174,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.02971311475409836
1,0,1,0.25,-0.5,-0.25,0.34,0.3485,0.49,0.1045,0.008174386920980926,0.1309255079006772,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.12090163934426229
0,0,1,-0.75,-0.5,-0.25,0.16,0.1667,0.8,0.1642,0.010899182561307902,0.04740406320541761,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.04610655737704918
0,0,1,0.25,0.5,-0.25,0.5,0.4848,0.55,0.1642,0.16076294277929154,0.28893905191873587,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.32172131147540983
1,0,1,0.25,-0.5,-0.25,0.44,0.4394,0.77,0.2537,0.021798365122615803,0.055304740406320545,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.05737704918032787
1,0,1,-0.75,-0.5,-0.25,0.2,0.1818,0.86,0.3284,0.0,0.034988713318284424,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.030737704918032786
0,0,0,0.25,-0.5,-0.25,0.58,0.5455,0.83,0.2239,0.1989100817438692,0.172686230248307,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.2305327868852459
1,0,0,0.25,-0.5,-0.25,0.54,0.5152,0.56,0.1343,0.05722070844686648,0.11286681715575621,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.12295081967213115
1,0,1,0.25,-0.5,-0.25,0.74,0.6818,0.62,0.1045,0.08719346049046321,0.16027088036117382,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.17725409836065573
1,0,0,-0.75,-0.5,-0.25,0.72,0.6970000000000001,0.79,0.0896,0.6784741144414169,0.23476297968397292,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.4672131147540984
1,0,1,0.25,0.5,-0.25,0.8,0.7576,0.55,0.2836,0.29155313351498635,0.8476297968397292,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8780737704918032
0,0,1,-0.75,-0.5,-0.25,0.46,0.4545,0.94,0.0896,0.01907356948228883,0.05981941309255079,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.060450819672131145
1,0,1,0.25,-0.5,-0.25,0.42,0.4242,0.88,0.0,0.021798365122615803,0.11851015801354402,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.11475409836065574
1,0,1,0.25,-0.5,-0.25,0.3,0.3182,0.52,0.0896,0.021798365122615803,0.19074492099322798,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.18032786885245902
0,0,1,0.25,-0.5,-0.25,0.72,0.6667,0.54,0.0,0.0,0.0056433408577878106,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.004098360655737705
1,0,0,0.25,-0.5,-0.25,0.58,0.5455,0.23,0.1642,0.6239782016348774,0.2866817155756208,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49385245901639346
0,0,1,0.25,0.5,-0.25,0.48,0.4697,0.82,0.4179,0.01634877384196185,0.09367945823927765,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.09016393442622951
0,0,1,0.25,-0.5,-0.25,0.12,0.1061,0.33,0.3284,0.008174386920980926,0.010158013544018058,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.011270491803278689
0,0,1,0.25,-0.5,-0.25,0.7,0.6667,0.79,0.0896,0.02452316076294278,0.12641083521444696,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.12295081967213115
0,0,0,0.25,-0.5,-0.25,0.8,0.7727,0.59,0.1045,0.11444141689373297,0.08690744920993228,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,1.0,0.12090163934426229
0,0,0,0.25,-0.5,-0.25,0.6,0.6212,0.38,0.19399999999999998,0.3242506811989101,0.2516930022573363,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.34938524590163933
1,0,1,-0.75,-0.5,-0.25,0.5,0.4848,0.82,0.19399999999999998,0.0,0.0056433408577878106,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.004098360655737705
1,0,0,0.25,0.5,-0.25,0.38,0.3939,0.94,0.0,0.04632152588555858,0.172686230248307,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.17315573770491804
1,0,0,-0.75,-0.5,-0.25,0.56,0.5303,0.88,0.2537,0.4768392370572207,0.3803611738148984,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.5235655737704918
0,0,1,0.25,-0.5,-0.25,0.32,0.2879,0.49,0.4925,0.01907356948228883,0.16930022573363432,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.1598360655737705
1,0,1,0.25,0.5,-0.25,0.62,0.6212,0.53,0.2836,0.0027247956403269754,0.004514672686230248,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.004098360655737705
1,0,1,0.25,-0.5,-0.25,0.86,0.7879,0.41,0.0,0.25340599455040874,0.7652370203160271,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.7889344262295082
1,0,1,-0.75,-0.5,-0.25,0.32,0.303,0.81,0.3284,0.0027247956403269754,0.12302483069977427,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.11168032786885246
1,0,1,0.25,-0.5,-0.25,0.66,0.6212,0.54,0.1045,0.1307901907356948,0.29909706546275394,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.319672131147541
1,0,1,0.25,0.5,-0.25,0.62,0.6212,0.5,0.1343,0.16076294277929154,0.2325056433408578,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.27049180327868855
1,1,0,0.25,-0.5,-0.25,0.3,0.303,0.39,0.1642,0.021798365122615803,0.10158013544018059,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.09938524590163934
0,0,0,0.25,-0.5,-0.25,0.26,0.2576,0.56,0.1642,0.0,0.001128668171557562,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0
0,0,1,0.25,-0.5,-0.25,0.64,0.6212,0.53,0.2537,0.14713896457765668,0.2325056433408578,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.26536885245901637
0,0,0,0.25,-0.5,-0.25,0.24,0.2879,0.44,0.0,0.08174386920980926,0.18510158013544017,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.19774590163934427
0,0,1,0.25,-0.5,-0.25,0.28,0.303,0.81,0.0896,0.008174386920980926,0.03837471783295711,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.036885245901639344
1,0,1,0.25,-0.5,-0.25,0.76,0.7121,0.58,0.4179,0.2098092643051771,0.8295711060948081,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.8309426229508197
0,0,1,0.25,-0.5,-0.25,0.3,0.2576,0.49,0.6119,0.005449591280653951,0.06772009029345373,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0625
0,0,0,0.25,0.5,-0.25,0.66,0.6061,0.78,0.1343,0.03814713896457766,0.01805869074492099,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.02971311475409836
1,0,0,0.25,-0.5,-0.25,0.52,0.5,0.52,0.2985,0.41689373297002724,0.3148984198645598,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.0,1.0,0.4415983606557377
1,0,1,0.25,-0.5,-0.25,0.88,0.8029999999999999,0.39,0.2239,0.19618528610354224,0.25733634311512416,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.30635245901639346
0,0,1,0.25,-0.5,-0.25,0.14,0.1212,0.5,0.2836,0.0,0.002257336343115124,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.0010245901639344263
0,0,0,0.25,-0.5,-0.25,0.72,0.6667,0.58,0.19399999999999998,0.04904632152588556,0.056433408577878104,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.06864754098360656
1,0,0,0.25,-0.5,-0.25,0.32,0.303,0.29,0.2836,0.24250681198910082,0.30248306997742663,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.36475409836065575
0,0,1,0.25,-0.5,-0.25,0.26,0.2879,0.65,0.0896,0.0,0.010158013544018058,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,0.43388373911755823,-0.900968867902419,0.00819672131147541
0,0,1,0.25,0.5,-0.25,0.32,0.3182,0.87,0.19399999999999998,0.010899182561307902,0.0981941309255079,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.09221311475409837
0,0,1,0.25,-0.5,-0.25,0.18,0.1667,0.4,0.2537,0.005449591280653951,0.07562076749435666,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.06967213114754098
1,0,1,0.25,-0.5,-0.25,0.26,0.303,0.81,0.0,0.005449591280653951,0.029345372460496615,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0,0.43388373911755823,-0.900968867902419,0.027663934426229508
0,0,0,0.25,0.5,-0.25,0.22,0.2273,0.55,0.1642,0.02452316076294278,0.06320541760722348,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.06557377049180328
0,0,1,0.25,0.5,-0.25,0.56,0.5303,0.83,0.2985,0.11171662125340599,0.062076749435665914,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.09733606557377049
1,0,0,0.25,-0.5,-0.25,0.64,0.5758,0.83,0.1343,0.07084468664850137,0.1580135440180587,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.16905737704918034
